// Start Time: Unknown
// Update Rate: Various
// Filter Profile: Error: No XDA filter profile
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.3.7
PacketCounter;SampleTimeFine;Acc_X;Acc_Y;Acc_Z;VelInc_X;VelInc_Y;VelInc_Z;OriInc_q0;OriInc_q1;OriInc_q2;OriInc_q3;Roll;Pitch;Yaw;Latitude;Longitude;Altitude;Vel_X;Vel_Y;Vel_Z
01180;1246634;15.057480;-8.097160;-13.192675;;;;;;;;;;;;;0.000000;;;
01181;1246659;15.671937;-8.392259;-12.420643;;;;;;;;;;;;;0.000000;;;
01182;1246684;16.086760;-9.030557;-11.694934;;;;;;;;;;;;;0.000000;;;
01183;1246709;16.355604;-9.850889;-10.570292;;;;;;;;;;;;;0.000000;;;
01184;1246734;16.408541;-10.350861;-8.748257;;;;;;;;;;;;;0.000000;;;
01185;1246759;16.344938;-10.379793;-6.354301;;;;;;;;;;;;;0.000000;;;
01186;1246784;16.156319;-10.120855;-3.430797;;;;;;;;;;;;;0.000000;;;
01187;1246809;15.954767;-9.841564;-0.194567;;;;;;;;;;;;;0.000000;;;
01188;1246834;15.636398;-9.737042;3.181122;;;;;;;;;;;;;0.000000;;;
01189;1246859;15.051940;-9.855209;6.775873;;;;;;;;;;;;;0.000000;;;
01190;1246884;14.253595;-10.117424;10.578350;;;;;;;;;;;;;0.000000;;;
01191;1246909;13.065173;-10.439776;15.015614;;;;;;;;;;;;;0.000000;;;
01192;1246934;11.763186;-10.242025;19.802488;;;;;;;;;;;;;0.000000;;;
01193;1246959;10.565593;-9.677309;25.008741;;;;;;;;;;;;;0.000000;;;
01194;1246984;9.255727;-8.662103;30.913761;;;;;;;;;;;;;0.000000;;;
01195;1247009;7.941850;-7.037233;37.191315;;;;;;;;;;;;;0.000000;;;
01196;1247034;6.259635;-4.700166;44.688614;;;;;;;;;;;;;0.000000;;;
01197;1247059;3.842376;-1.445050;50.068710;;;;;;;;;;;;;0.000000;;;
01198;1247084;1.801686;1.966215;57.073818;;;;;;;;;;;;;0.000000;;;
01199;1247109;0.553184;5.907297;62.266876;;;;;;;;;;;;;0.000000;;;
01200;1247134;-0.063906;9.717867;62.517242;;;;;;;;;;;;;0.000000;;;
01201;1247159;-0.093513;13.462392;62.466301;;;;;;;;;;;;;0.000000;;;
01202;1247184;0.070702;16.756863;62.421059;;;;;;;;;;;;;0.000000;;;
01203;1247209;0.428863;18.547192;62.395008;;;;;;;;;;;;;0.000000;;;
01204;1247234;0.417299;20.289637;62.368702;;;;;;;;;;;;;0.000000;;;
01205;1247259;0.667683;19.833904;62.372787;;;;;;;;;;;;;0.000000;;;
01206;1247284;1.017114;18.735531;62.377186;;;;;;;;;;;;;0.000000;;;
01207;1247309;1.198399;16.969223;62.392471;;;;;;;;;;;;;0.000000;;;
01208;1247334;1.267270;15.308968;62.429119;;;;;;;;;;;;;0.000000;;;
01209;1247359;1.335809;13.199032;60.612465;;;;;;;;;;;;;0.000000;;;
01210;1247384;1.183730;11.460434;59.839676;;;;;;;;;;;;;0.000000;;;
01211;1247409;-0.296139;9.753290;55.376213;;;;;;;;;;;;;0.000000;;;
01212;1247434;-0.649735;9.043119;52.160454;;;;;;;;;;;;;0.000000;;;
01213;1247459;-0.790029;8.954195;49.171009;;;;;;;;;;;;;0.000000;;;
01214;1247484;-1.918234;8.690555;45.387733;;;;;;;;;;;;;0.000000;;;
01215;1247509;-3.106572;7.622604;41.677006;;;;;;;;;;;;;0.000000;;;
01216;1247534;-3.583840;5.774150;38.367226;;;;;;;;;;;;;0.000000;;;
01217;1247559;-3.796474;3.705480;35.214607;;;;;;;;;;;;;0.000000;;;
01218;1247584;-4.035026;1.938178;32.179855;;;;;;;;;;;;;0.000000;;;
01219;1247609;-4.046516;0.663004;29.661501;;;;;;;;;;;;;0.000000;;;
01220;1247634;-4.726287;0.081224;26.777899;;;;;;;;;;;;;0.000000;;;
01221;1247659;-5.154995;-0.248210;24.924746;;;;;;;;;;;;;0.000000;;;
01222;1247684;-5.592383;-0.468093;23.357481;;;;;;;;;;;;;0.000000;;;
01223;1247709;-6.517120;-0.692859;21.860586;;;;;;;;;;;;;0.000000;;;
01224;1247734;-7.351550;-1.019597;21.506289;;;;;;;;;;;;;0.000000;;;
01225;1247759;-7.677080;-1.612695;22.224628;;;;;;;;;;;;;0.000000;;;
01226;1247784;-7.741263;-2.276218;23.497086;;;;;;;;;;;;;0.000000;;;
01227;1247809;-7.548313;-2.941024;24.358034;;;;;;;;;;;;;0.000000;;;
01228;1247834;-7.019112;-3.182542;24.950153;;;;;;;;;;;;;0.000000;;;
01229;1247859;-6.310119;-3.046945;25.001726;;;;;;;;;;;;;0.000000;;;
01230;1247884;-5.105224;-2.480472;25.257265;;;;;;;;;;;;;0.000000;;;
01231;1247909;-3.505749;-1.890007;25.519388;;;;;;;;;;;;;0.000000;;;
01232;1247934;-1.973753;-1.259958;25.507706;;;;;;;;;;;;;0.000000;;;
01233;1247959;-0.305145;-0.572466;25.894812;;;;;;;;;;;;;0.000000;;;
01234;1247984;1.386123;0.011173;26.636564;;;;;;;;;;;;;0.000000;;;
01235;1248009;3.091182;0.543415;27.612564;;;;;;;;;;;;;0.000000;;;
01236;1248034;4.662591;1.131448;28.241549;;;;;;;;;;;;;0.000000;;;
01237;1248059;5.864285;1.637408;28.031837;;;;;;;;;;;;;0.000000;;;
01238;1248084;6.732510;2.005782;27.093006;;;;;;;;;;;;;0.000000;;;
01239;1248109;7.449302;2.183697;25.556227;;;;;;;;;;;;;0.000000;;;
01240;1248134;8.161382;2.246802;23.999815;;;;;;;;;;;;;0.000000;;;
01241;1248159;8.811823;2.129114;22.591080;;;;;;;;;;;;;0.000000;;;
01242;1248184;9.349306;1.945172;21.382641;;;;;;;;;;;;;0.000000;;;
01243;1248209;9.716838;1.826564;20.311022;;;;;;;;;;;;;0.000000;;;
01244;1248234;9.949474;1.614979;19.411253;;;;;;;;;;;;;0.000000;;;
01245;1248259;10.219600;1.326949;18.515902;;;;;;;;;;;;;0.000000;;;
01246;1248284;10.458029;0.924058;17.446266;;;;;;;;;;;;;0.000000;;;
01247;1248309;10.619686;0.624099;16.370026;;;;;;;;;;;;;0.000000;;;
01248;1248334;10.690930;0.367224;15.187721;;;;;;;;;;;;;0.000000;;;
01249;1248359;10.811552;0.233824;13.965628;;;;;;;;;;;;;0.000000;;;
01250;1248384;11.045815;0.048696;12.659924;;;;;;;;;;;;;0.000000;;;
01251;1248409;11.320713;-0.109969;11.415430;;;;;;;;;;;;;0.000000;;;
01252;1248434;11.575007;-0.240403;10.089720;;;;;;;;;;;;;0.000000;;;
01253;1248459;11.777369;-0.458159;8.784012;;;;;;;;;;;;;0.000000;;;
01254;1248484;12.014637;-0.828241;7.435261;;;;;;;;;;;;;0.000000;;;
01255;1248509;12.259407;-1.357309;6.071807;;;;;;;;;;;;;0.000000;;;
01256;1248534;12.447065;-1.978564;4.735968;;;;;;;;;;;;;0.000000;;;
01257;1248559;12.568162;-2.547097;3.462024;;;;;;;;;;;;;0.000000;;;
01258;1248584;12.678556;-3.089451;2.100995;;;;;;;;;;;;;0.000000;;;
01259;1248609;12.759726;-3.551312;0.762423;;;;;;;;;;;;;0.000000;;;
01260;1248634;12.904284;-3.962542;-0.594599;;;;;;;;;;;;;0.000000;;;
01261;1248659;13.041711;-4.197113;-1.953640;;;;;;;;;;;;;0.000000;;;
01262;1248684;13.109605;-4.268582;-3.309731;;;;;;;;;;;;;0.000000;;;
01263;1248709;13.018847;-4.149937;-4.697816;;;;;;;;;;;;;0.000000;;;
01264;1248734;12.801629;-3.952410;-6.188156;;;;;;;;;;;;;0.000000;;;
01265;1248759;12.529947;-3.558195;-7.739368;;;;;;;;;;;;;0.000000;;;
01266;1248784;12.224136;-3.007188;-9.286712;;;;;;;;;;;;;0.000000;;;
01267;1248809;11.974081;-2.376518;-10.685597;;;;;;;;;;;;;0.000000;;;
01268;1248834;11.664824;-1.728312;-11.962000;;;;;;;;;;;;;0.000000;;;
01269;1248859;11.395790;-1.200638;-13.053064;;;;;;;;;;;;;0.000000;;;
01270;1248884;11.056232;-0.844620;-13.990924;;;;;;;;;;;;;0.000000;;;
01271;1248909;10.752107;-0.780641;-14.805105;;;;;;;;;;;;;0.000000;;;
01272;1248934;10.417919;-0.901747;-15.512994;;;;;;;;;;;;;0.000000;;;
01273;1248959;10.159753;-1.230314;-16.225458;;;;;;;;;;;;;0.000000;;;
01274;1248984;9.921239;-1.552935;-16.882830;;;;;;;;;;;;;0.000000;;;
01275;1249009;9.708124;-1.970443;-17.511896;;;;;;;;;;;;;0.000000;;;
01276;1249034;9.538180;-2.549251;-18.080442;;;;;;;;;;;;;0.000000;;;
01277;1249059;9.413619;-3.064764;-18.605652;;;;;;;;;;;;;0.000000;;;
01278;1249084;9.389110;-3.652101;-19.222931;;;;;;;;;;;;;0.000000;;;
01279;1249109;9.450788;-4.230290;-19.878424;;;;;;;;;;;;;0.000000;;;
01280;1249134;9.626062;-4.882022;-20.531502;;;;;;;;;;;;;0.000000;;;
01281;1249159;9.840814;-5.610604;-21.181494;;;;;;;;;;;;;0.000000;;;
01282;1249184;10.081717;-6.226099;-21.812960;;;;;;;;;;;;;0.000000;;;
01283;1249209;10.286801;-6.747549;-22.470045;;;;;;;;;;;;;0.000000;;;
01284;1249234;10.535393;-7.209385;-23.182314;;;;;;;;;;;;;0.000000;;;
01285;1249259;10.804163;-7.697647;-23.850742;;;;;;;;;;;;;0.000000;;;
01286;1249284;10.955418;-8.153376;-24.556166;;;;;;;;;;;;;0.000000;;;
01287;1249309;11.062324;-8.454627;-25.169653;;;;;;;;;;;;;0.000000;;;
01288;1249334;11.149571;-8.596555;-25.750277;;;;;;;;;;;;;0.000000;;;
01289;1249359;11.147081;-8.636686;-26.126659;;;;;;;;;;;;;0.000000;;;
01290;1249384;11.251012;-8.629268;-26.305719;;;;;;;;;;;;;0.000000;;;
01291;1249409;11.497268;-8.641759;-26.396904;;;;;;;;;;;;;0.000000;;;
01292;1249434;11.790276;-8.758295;-26.449820;;;;;;;;;;;;;0.000000;;;
01293;1249459;12.004760;-8.979696;-26.339222;;;;;;;;;;;;;0.000000;;;
01294;1249484;12.189330;-9.185058;-26.113159;;;;;;;;;;;;;0.000000;;;
01295;1249509;12.300635;-9.301166;-25.837257;;;;;;;;;;;;;0.000000;;;
01296;1249534;12.273175;-9.418668;-25.524082;;;;;;;;;;;;;0.000000;;;
01297;1249559;12.107999;-9.682466;-25.142601;;;;;;;;;;;;;0.000000;;;
01298;1249584;11.965801;-9.945621;-24.717747;;;;;;;;;;;;;0.000000;;;
01299;1249609;11.922650;-10.155594;-24.124365;;;;;;;;;;;;;0.000000;;;
01300;1249634;12.024982;-10.188625;-23.520533;;;;;;;;;;;;;0.000000;;;
01301;1249659;12.200238;-10.284541;-22.864956;;;;;;;;;;;;;0.000000;;;
01302;1249684;12.337721;-10.382847;-21.884644;;;;;;;;;;;;;0.000000;;;
01303;1249709;12.560408;-10.643501;-20.517239;;;;;;;;;;;;;0.000000;;;
01304;1249734;12.710421;-11.016129;-19.150867;;;;;;;;;;;;;0.000000;;;
01305;1249759;12.626250;-11.358610;-17.724674;;;;;;;;;;;;;0.000000;;;
01306;1249784;12.744445;-11.502298;-16.674009;;;;;;;;;;;;;0.000000;;;
01307;1249809;13.206923;-11.436880;-15.835852;;;;;;;;;;;;;0.000000;;;
01308;1249834;13.479188;-11.079887;-14.514001;;;;;;;;;;;;;0.000000;;;
01309;1249859;13.617913;-10.446686;-13.571284;;;;;;;;;;;;;0.000000;;;
01310;1249884;13.764988;-9.794545;-12.361704;;;;;;;;;;;;;0.000000;;;
01311;1249909;14.248427;-9.328138;-10.967669;;;;;;;;;;;;;0.000000;;;
01312;1249934;14.961584;-8.909615;-9.400628;;;;;;;;;;;;;0.000000;;;
01313;1249959;15.679522;-8.696795;-7.470947;;;;;;;;;;;;;0.000000;;;
01314;1249984;16.314917;-8.571301;-5.660475;;;;;;;;;;;;;0.000000;;;
01315;1250009;17.140787;-8.874249;-2.547688;;;;;;;;;;;;;0.000000;;;
01316;1250034;17.904360;-9.259174;0.740286;;;;;;;;;;;;;0.000000;;;
01317;1250059;17.836521;-9.307898;2.933313;;;;;;;;;;;;;0.000000;;;
01318;1250084;17.663475;-9.277418;5.612156;;;;;;;;;;;;;0.000000;;;
01319;1250109;17.549273;-9.819311;10.387566;;;;;;;;;;;;;0.000000;;;
01320;1250134;17.039743;-10.366609;15.187957;;;;;;;;;;;;;0.000000;;;
01321;1250159;16.266033;-10.965923;20.472349;;;;;;;;;;;;;0.000000;;;
01322;1250184;15.249999;-11.155072;26.168123;;;;;;;;;;;;;0.000000;;;
01323;1250209;13.632448;-11.394557;33.711754;;;;;;;;;;;;;0.000000;;;
01324;1250234;11.209125;-11.024158;41.044834;;;;;;;;;;;;;0.000000;;;
01325;1250259;8.649286;-9.949973;47.729820;;;;;;;;;;;;;0.000000;;;
01326;1250284;6.357869;-8.081450;53.143478;;;;;;;;;;;;;0.000000;;;
01327;1250309;4.452879;-5.601115;57.335506;;;;;;;;;;;;;0.000000;;;
01328;1250334;2.805088;-2.801112;60.688038;;;;;;;;;;;;;0.000000;;;
01329;1250359;1.608514;0.172914;62.528290;;;;;;;;;;;;;0.000000;;;
01330;1250384;1.100607;2.954262;62.598885;;;;;;;;;;;;;0.000000;;;
01331;1250409;1.126609;5.212420;62.567795;;;;;;;;;;;;;0.000000;;;
01332;1250434;1.777712;6.770416;62.538445;;;;;;;;;;;;;0.000000;;;
01333;1250459;2.192037;8.258560;62.511749;;;;;;;;;;;;;0.000000;;;
01334;1250484;2.497641;9.343542;62.488930;;;;;;;;;;;;;0.000000;;;
01335;1250509;1.714052;10.362463;62.478954;;;;;;;;;;;;;0.000000;;;
01336;1250534;1.345151;11.050908;62.465698;;;;;;;;;;;;;0.000000;;;
01337;1250559;0.734544;11.228640;62.460865;;;;;;;;;;;;;0.000000;;;
01338;1250584;0.793217;10.996727;61.906803;;;;;;;;;;;;;0.000000;;;
01339;1250609;0.897269;10.145360;57.603348;;;;;;;;;;;;;0.000000;;;
01340;1250634;0.391741;7.558899;29.920778;;;;;;;;;;;;;0.000000;;;
01341;1250659;1.672106;8.006096;42.967556;;;;;;;;;;;;;0.000000;;;
01342;1250684;-3.402514;5.505353;44.302277;;;;;;;;;;;;;0.000000;;;
01343;1250709;-0.388629;7.507760;48.585087;;;;;;;;;;;;;0.000000;;;
01344;1250734;2.526380;9.467017;54.141308;;;;;;;;;;;;;0.000000;;;
01345;1250759;4.348754;8.813291;55.080444;;;;;;;;;;;;;0.000000;;;
01346;1250784;4.354971;5.336765;50.109131;;;;;;;;;;;;;0.000000;;;
01347;1250809;4.290858;0.969735;43.146355;;;;;;;;;;;;;0.000000;;;
01348;1250834;3.746859;-2.981450;36.056587;;;;;;;;;;;;;0.000000;;;
01349;1250859;2.713820;-5.264503;30.712322;;;;;;;;;;;;;0.000000;;;
01350;1250884;1.829425;-5.303696;28.476038;;;;;;;;;;;;;0.000000;;;
01351;1250909;0.660022;-3.935042;28.279634;;;;;;;;;;;;;0.000000;;;
01352;1250934;-0.874996;-2.859471;28.239632;;;;;;;;;;;;;0.000000;;;
01353;1250959;-2.112325;-2.980211;28.596296;;;;;;;;;;;;;0.000000;;;
01354;1250984;-2.800806;-3.699582;29.110428;;;;;;;;;;;;;0.000000;;;
01355;1251009;-3.351556;-4.481718;29.485693;;;;;;;;;;;;;0.000000;;;
01356;1251034;-3.748496;-5.114174;29.484510;;;;;;;;;;;;;0.000000;;;
01357;1251059;-3.706167;-5.489082;29.766890;;;;;;;;;;;;;0.000000;;;
01358;1251084;-3.494109;-5.427237;29.916704;;;;;;;;;;;;;0.000000;;;
01359;1251109;-3.034527;-5.260615;29.435698;;;;;;;;;;;;;0.000000;;;
01360;1251134;-2.388897;-4.928021;28.406021;;;;;;;;;;;;;0.000000;;;
01361;1251159;-1.608525;-4.242642;27.756298;;;;;;;;;;;;;0.000000;;;
01362;1251184;-0.646623;-3.317501;27.318710;;;;;;;;;;;;;0.000000;;;
01363;1251209;0.494968;-2.307502;26.931616;;;;;;;;;;;;;0.000000;;;
01364;1251234;1.896327;-1.118185;27.119129;;;;;;;;;;;;;0.000000;;;
01365;1251259;3.130841;-0.107550;26.880337;;;;;;;;;;;;;0.000000;;;
01366;1251284;3.953202;0.512032;26.037193;;;;;;;;;;;;;0.000000;;;
01367;1251309;4.597064;0.538194;24.773054;;;;;;;;;;;;;0.000000;;;
01368;1251334;5.381835;0.412201;23.796762;;;;;;;;;;;;;0.000000;;;
01369;1251359;5.875699;0.318663;22.880598;;;;;;;;;;;;;0.000000;;;
01370;1251384;6.138687;0.327038;21.837765;;;;;;;;;;;;;0.000000;;;
01371;1251409;6.339399;0.545737;21.179411;;;;;;;;;;;;;0.000000;;;
01372;1251434;6.427556;0.900419;20.946779;;;;;;;;;;;;;0.000000;;;
01373;1251459;6.478675;1.232092;20.833017;;;;;;;;;;;;;0.000000;;;
01374;1251484;6.495412;1.496928;20.656902;;;;;;;;;;;;;0.000000;;;
01375;1251509;6.550594;1.654005;20.297169;;;;;;;;;;;;;0.000000;;;
01376;1251534;6.688019;1.669054;19.955040;;;;;;;;;;;;;0.000000;;;
01377;1251559;7.006110;1.577314;19.521482;;;;;;;;;;;;;0.000000;;;
01378;1251584;7.292830;1.516383;18.928965;;;;;;;;;;;;;0.000000;;;
01379;1251609;7.579778;1.463848;18.160147;;;;;;;;;;;;;0.000000;;;
01380;1251634;7.816907;1.337944;17.253830;;;;;;;;;;;;;0.000000;;;
01381;1251659;8.119084;1.040026;16.356159;;;;;;;;;;;;;0.000000;;;
01382;1251684;8.445872;0.592938;15.439794;;;;;;;;;;;;;0.000000;;;
01383;1251709;8.634141;0.122071;14.555578;;;;;;;;;;;;;0.000000;;;
01384;1251734;8.753524;-0.369833;13.689113;;;;;;;;;;;;;0.000000;;;
01385;1251759;8.800598;-0.880254;12.812588;;;;;;;;;;;;;0.000000;;;
01386;1251784;8.905334;-1.331631;11.873417;;;;;;;;;;;;;0.000000;;;
01387;1251809;9.186749;-1.698217;10.902792;;;;;;;;;;;;;0.000000;;;
01388;1251834;9.568905;-1.991493;9.863389;;;;;;;;;;;;;0.000000;;;
01389;1251859;10.013396;-2.178821;8.619627;;;;;;;;;;;;;0.000000;;;
01390;1251884;10.518628;-2.284115;7.278910;;;;;;;;;;;;;0.000000;;;
01391;1251909;10.969273;-2.373555;5.893366;;;;;;;;;;;;;0.000000;;;
01392;1251934;11.413898;-2.554268;4.479441;;;;;;;;;;;;;0.000000;;;
01393;1251959;11.645884;-2.852861;3.149919;;;;;;;;;;;;;0.000000;;;
01394;1251984;11.864870;-3.278352;1.810159;;;;;;;;;;;;;0.000000;;;
01395;1252009;12.072633;-3.822665;0.466573;;;;;;;;;;;;;0.000000;;;
01396;1252034;12.301452;-4.323058;-0.957455;;;;;;;;;;;;;0.000000;;;
01397;1252059;12.492422;-4.776689;-2.316458;;;;;;;;;;;;;0.000000;;;
01398;1252084;12.501476;-5.151725;-3.671148;;;;;;;;;;;;;0.000000;;;
01399;1252109;12.324030;-5.356065;-5.035187;;;;;;;;;;;;;0.000000;;;
01400;1252134;11.975698;-5.470678;-6.332599;;;;;;;;;;;;;0.000000;;;
01401;1252159;11.635895;-5.502365;-7.628129;;;;;;;;;;;;;0.000000;;;
01402;1252184;11.344476;-5.585091;-8.917559;;;;;;;;;;;;;0.000000;;;
01403;1252209;11.176908;-5.720081;-10.221115;;;;;;;;;;;;;0.000000;;;
01404;1252234;11.136116;-5.947071;-11.472670;;;;;;;;;;;;;0.000000;;;
01405;1252259;11.174115;-6.263815;-12.747417;;;;;;;;;;;;;0.000000;;;
01406;1252284;11.309531;-6.686027;-13.985946;;;;;;;;;;;;;0.000000;;;
01407;1252309;11.490985;-7.132909;-15.270467;;;;;;;;;;;;;0.000000;;;
01408;1252334;11.589149;-7.302315;-16.326111;;;;;;;;;;;;;0.000000;;;
01409;1252359;11.334046;-7.711839;-17.271809;;;;;;;;;;;;;0.000000;;;
01410;1252384;11.633827;-7.794894;-18.474842;;;;;;;;;;;;;0.000000;;;
01411;1252409;11.789136;-7.327134;-19.604990;;;;;;;;;;;;;0.000000;;;
01412;1252434;11.313311;-6.753538;-20.570246;;;;;;;;;;;;;0.000000;;;
01413;1252459;10.779333;-6.493760;-21.456511;;;;;;;;;;;;;0.000000;;;
01414;1252484;10.594478;-6.469479;-22.364737;;;;;;;;;;;;;0.000000;;;
01415;1252509;10.450574;-6.586430;-22.968493;;;;;;;;;;;;;0.000000;;;
01416;1252534;10.339900;-6.836841;-23.298672;;;;;;;;;;;;;0.000000;;;
01417;1252559;10.247463;-7.076201;-23.631510;;;;;;;;;;;;;0.000000;;;
01418;1252584;9.986404;-7.236619;-24.060343;;;;;;;;;;;;;0.000000;;;
01419;1252609;9.677002;-7.329565;-24.475945;;;;;;;;;;;;;0.000000;;;
01420;1252634;9.285642;-7.399508;-24.825455;;;;;;;;;;;;;0.000000;;;
01421;1252659;8.963961;-7.518094;-24.990780;;;;;;;;;;;;;0.000000;;;
01422;1252684;8.785295;-7.621712;-25.034433;;;;;;;;;;;;;0.000000;;;
01423;1252709;8.675381;-7.688527;-25.054148;;;;;;;;;;;;;0.000000;;;
01424;1252734;8.659058;-7.776822;-25.082441;;;;;;;;;;;;;0.000000;;;
01425;1252759;8.725520;-7.921087;-25.010130;;;;;;;;;;;;;0.000000;;;
01426;1252784;8.877046;-8.186330;-24.819317;;;;;;;;;;;;;0.000000;;;
01427;1252809;9.221205;-8.560651;-24.726734;;;;;;;;;;;;;0.000000;;;
01428;1252834;9.592148;-8.826982;-24.633562;;;;;;;;;;;;;0.000000;;;
01429;1252859;9.872979;-8.889720;-24.665924;;;;;;;;;;;;;0.000000;;;
01430;1252884;10.148042;-8.628190;-24.692480;;;;;;;;;;;;;0.000000;;;
01431;1252909;10.410957;-8.177285;-24.474846;;;;;;;;;;;;;0.000000;;;
01432;1252934;10.764019;-7.720340;-24.123539;;;;;;;;;;;;;0.000000;;;
01433;1252959;11.192101;-7.370908;-23.507500;;;;;;;;;;;;;0.000000;;;
01434;1252984;11.606605;-7.083418;-22.541609;;;;;;;;;;;;;0.000000;;;
01435;1253009;11.267979;-6.928496;-21.597786;;;;;;;;;;;;;0.000000;;;
01436;1253034;11.454733;-6.581219;-20.577686;;;;;;;;;;;;;0.000000;;;
01437;1253059;11.881215;-6.801041;-18.937822;;;;;;;;;;;;;0.000000;;;
01438;1253084;11.972154;-6.604022;-17.163904;;;;;;;;;;;;;0.000000;;;
01439;1253109;11.869216;-6.224488;-15.403162;;;;;;;;;;;;;0.000000;;;
01440;1253134;11.499764;-5.835478;-13.608390;;;;;;;;;;;;;0.000000;;;
01441;1253159;11.224008;-5.478607;-11.752319;;;;;;;;;;;;;0.000000;;;
01442;1253184;10.993979;-5.206741;-9.792784;;;;;;;;;;;;;0.000000;;;
01443;1253209;10.742135;-5.240568;-7.735052;;;;;;;;;;;;;0.000000;;;
01444;1253234;10.381779;-5.465269;-5.574394;;;;;;;;;;;;;0.000000;;;
01445;1253259;10.157121;-5.779668;-3.317966;;;;;;;;;;;;;0.000000;;;
01446;1253284;9.988584;-6.170026;-0.974883;;;;;;;;;;;;;0.000000;;;
01447;1253309;9.807960;-6.323969;1.464176;;;;;;;;;;;;;0.000000;;;
01448;1253334;9.482800;-6.213511;3.955425;;;;;;;;;;;;;0.000000;;;
01449;1253359;9.231165;-5.960017;6.394067;;;;;;;;;;;;;0.000000;;;
01450;1253384;8.927681;-5.377666;8.604586;;;;;;;;;;;;;0.000000;;;
01451;1253409;8.562500;-4.681459;11.352849;;;;;;;;;;;;;0.000000;;;
01452;1253434;7.598960;-4.210398;15.190013;;;;;;;;;;;;;0.000000;;;
01453;1253459;6.611509;-3.624142;18.469168;;;;;;;;;;;;;0.000000;;;
01454;1253484;5.869847;-2.922195;21.578489;;;;;;;;;;;;;0.000000;;;
01455;1253509;5.247291;-1.975486;24.626320;;;;;;;;;;;;;0.000000;;;
01456;1253534;4.517788;-0.921679;27.403555;;;;;;;;;;;;;0.000000;;;
01457;1253559;3.792298;0.060249;30.037493;;;;;;;;;;;;;0.000000;;;
01458;1253584;2.975955;1.120251;32.462440;;;;;;;;;;;;;0.000000;;;
01459;1253609;2.108369;2.175962;34.436169;;;;;;;;;;;;;0.000000;;;
01460;1253634;1.267132;3.058045;35.725464;;;;;;;;;;;;;0.000000;;;
01461;1253659;0.513933;3.780061;36.420094;;;;;;;;;;;;;0.000000;;;
01462;1253684;-0.185767;4.326532;36.588730;;;;;;;;;;;;;0.000000;;;
01463;1253709;-0.826963;4.718424;36.183022;;;;;;;;;;;;;0.000000;;;
01464;1253734;-1.417723;5.055217;35.466469;;;;;;;;;;;;;0.000000;;;
01465;1253759;-2.041265;5.338043;34.392063;;;;;;;;;;;;;0.000000;;;
01466;1253784;-2.531947;5.562714;33.075066;;;;;;;;;;;;;0.000000;;;
01467;1253809;-3.027367;5.632433;31.800266;;;;;;;;;;;;;0.000000;;;
01468;1253834;-3.412692;5.444046;30.660175;;;;;;;;;;;;;0.000000;;;
01469;1253859;-3.688442;5.115658;29.547993;;;;;;;;;;;;;0.000000;;;
01470;1253884;-4.011919;4.763909;28.479809;;;;;;;;;;;;;0.000000;;;
01471;1253909;-4.378880;4.214309;27.385860;;;;;;;;;;;;;0.000000;;;
01472;1253934;-4.804518;3.548254;26.288805;;;;;;;;;;;;;0.000000;;;
01473;1253959;-5.041474;2.872560;25.123793;;;;;;;;;;;;;0.000000;;;
01474;1253984;-5.142395;2.157118;23.972351;;;;;;;;;;;;;0.000000;;;
01475;1254009;-5.142323;1.369160;22.785341;;;;;;;;;;;;;0.000000;;;
01476;1254034;-5.060923;0.693639;21.733213;;;;;;;;;;;;;0.000000;;;
01477;1254059;-4.889377;0.081684;20.556255;;;;;;;;;;;;;0.000000;;;
01478;1254084;-4.775644;-0.417438;19.522125;;;;;;;;;;;;;0.000000;;;
01479;1254109;-2.528216;-0.784878;15.719994;;;;;;;;;;;;;0.000000;;;
01480;1254134;-3.829693;-0.414086;16.935793;;;;;;;;;;;;;0.000000;;;
01481;1254159;-6.118798;-1.388826;15.429801;;;;;;;;;;;;;0.000000;;;
01482;1254184;-3.713327;-0.435281;15.853424;;;;;;;;;;;;;0.000000;;;
01483;1254209;-1.391706;1.458552;18.079891;;;;;;;;;;;;;0.000000;;;
01484;1254234;-2.636318;1.425676;14.688067;;;;;;;;;;;;;0.000000;;;
01485;1254259;-4.111464;-1.195700;9.272112;;;;;;;;;;;;;0.000000;;;
01486;1254284;-4.121170;-4.173488;7.227192;;;;;;;;;;;;;0.000000;;;
01487;1254309;-4.483848;-6.184828;6.952255;;;;;;;;;;;;;0.000000;;;
01488;1254334;-5.006889;-6.949184;8.018335;;;;;;;;;;;;;0.000000;;;
01489;1254359;-5.485614;-6.411636;9.842842;;;;;;;;;;;;;0.000000;;;
01490;1254384;-5.830874;-4.999031;11.176532;;;;;;;;;;;;;0.000000;;;
01491;1254409;-5.940968;-3.243095;12.581264;;;;;;;;;;;;;0.000000;;;
01492;1254434;-6.005774;-1.793985;13.270196;;;;;;;;;;;;;0.000000;;;
01493;1254459;-5.472915;-0.742467;13.507527;;;;;;;;;;;;;0.000000;;;
01494;1254484;-4.491490;0.044899;13.341111;;;;;;;;;;;;;0.000000;;;
01495;1254509;-3.408362;0.812290;12.807565;;;;;;;;;;;;;0.000000;;;
01496;1254534;-2.482302;1.499923;12.147625;;;;;;;;;;;;;0.000000;;;
01497;1254559;-1.788149;1.843289;11.546795;;;;;;;;;;;;;0.000000;;;
